loc_prec,,county,,precinct,G18DGOV,G18LGOV,G18RGOV,G18DATG,G18RATG,G18LATG,G18DSecS,G18LSecS,G18RSecS,G18RTRES,G18LTRES
"Carroll,PINEY",,Carroll,,PINEY,8,1,46,12,43,0,16,1,37,49,5
"Carroll,POLO",,Carroll,,POLO,57,7,331,65,324,10,73,6,318,346,50
"Carroll,PRAIRIES/CABANAL",,Carroll,,PRAIRIES/CABANAL,167,15,629,190,591,24,199,24,579,639,159
"Carroll,SOUTH YOCUM",,Carroll,,SOUTH YOCUM,11,1,124,20,116,0,15,2,117,123,11
"Carroll,SW/SE HICKORY",,Carroll,,SW/SE HICKORY,26,7,150,34,141,9,40,8,136,145,38
"Carroll,WINONA",,Carroll,,WINONA,110,4,115,113,109,4,115,7,103,128,91
"Chicot,Bowie 1",,Chicot,,Bowie 1,154,2,38,168,26,2,172,2,20,39,145
"Chicot,Bowie 2",,Chicot,,Bowie 2,194,5,72,206,60,3,214,5,53,81,181
"Chicot,Bowie 3",,Chicot,,Bowie 3,156,5,85,177,64,2,174,1,67,86,143
"Chicot,Bowie Rural",,Chicot,,Bowie Rural,16,1,55,14,58,1,17,0,55,61,10
"Chicot,Carlton 1 & 2",,Chicot,,Carlton 1 & 2,366,5,152,383,135,6,394,8,126,190,315
"Chicot,Carlton 3",,Chicot,,Carlton 3,183,15,208,192,202,11,200,7,193,239,152
"Chicot,Carlton Rural",,Chicot,,Carlton Rural,145,9,698,155,688,9,157,9,686,739,103
"Chicot,Planters 1",,Chicot,,Planters 1,95,0,40,102,32,1,110,0,28,50,80
"Chicot,Planters 2",,Chicot,,Planters 2,142,2,36,149,28,5,155,3,27,39,130
"Chicot,Planters 3",,Chicot,,Planters 3,147,7,14,158,6,5,159,2,9,31,125
"Chicot,Planters 4",,Chicot,,Planters 4,156,2,16,162,10,2,161,1,13,32,125
"Chicot,Planters Rural",,Chicot,,Planters Rural,103,3,224,110,214,1,107,4,212,229,82
"Clark,AMITY CITY",,Clark,,AMITY CITY,23,6,123,27,120,5,30,9,112,121,28
"Clark,ARKADELPHIA WARD 1",,Clark,,ARKADELPHIA WARD 1,96,6,128,119,105,5,123,7,99,146,76
"Clark,ARKADELPHIA WARD 2",,Clark,,ARKADELPHIA WARD 2,297,6,270,323,244,7,330,11,234,291,273
"Clark,ARKADELPHIA WARD 3",,Clark,,ARKADELPHIA WARD 3,210,19,208,240,176,16,249,13,171,250,171
"Clark,ARKADELPHIA WARD 4",,Clark,,ARKADELPHIA WARD 4,455,14,215,483,193,16,501,12,177,267,401
"Clark,ARKADELPHIA WARD 5",,Clark,,ARKADELPHIA WARD 5,320,11,482,389,410,12,395,19,400,490,309
"Clark,CADDO VALLEY WARDS 1-3",,Clark,,CADDO VALLEY WARDS 1-3,77,3,121,81,121,1,83,5,115,135,65
"Clark,CENTRAL",,Clark,,CENTRAL,104,6,309,120,290,8,126,12,283,330,86
"Clark,CURTIS",,Clark,,CURTIS,74,3,163,81,157,2,84,3,154,169,67
"Clark,EAST COUNTY",,Clark,,EAST COUNTY,203,10,231,227,210,7,237,7,199,250,179
"Clark,GUM SPRINGS INSIDE/OUTSIDE",,Clark,,GUM SPRINGS INSIDE/OUTSIDE,80,3,159,84,150,7,92,1,149,171,65
"Clark,GURDON GENERAL",,Clark,,GURDON GENERAL,49,2,155,51,155,4,46,4,160,161,50
"Clark,GURDON WARDS 1-5",,Clark,,GURDON WARDS 1-5,210,10,260,223,246,15,235,12,235,273,200
"Clark,HOLLYWOOD",,Clark,,HOLLYWOOD,27,3,118,34,109,4,35,2,111,118,25
"Clark,NORTH COUNTY",,Clark,,NORTH COUNTY,53,12,288,65,283,6,74,6,275,303,52
"Clark,NORTHEAST COUNTY",,Clark,,NORTHEAST COUNTY,150,8,436,165,421,8,181,7,406,450,127
"Clark,OKOLONA CITY",,Clark,,OKOLONA CITY,22,1,34,25,31,1,24,2,30,36,20
"Clark,SOUTH COUNTY",,Clark,,SOUTH COUNTY,46,6,136,47,136,5,55,3,130,142,45
"Clark,WEST COUNTY",,Clark,,WEST COUNTY,113,3,140,115,139,4,114,5,137,153,92
"Clark,WHELEN SPRINGS",,Clark,,WHELEN SPRINGS,2,0,12,2,12,0,2,0,12,13,1
"Clay,Bennett and Lemmons",,Clay,,Bennett and Lemmons,18,4,90,19,89,4,19,3,91,90,21
"Clay,Bradshaw & Haywood",,Clay,,Bradshaw & Haywood,17,8,134,24,130,5,20,8,131,139,19
"Clay,Brown & Carpenter",,Clay,,Brown & Carpenter,26,2,80,27,76,3,29,2,75,79,24
"Clay,Cache & Wilson",,Clay,,Cache & Wilson,14,4,44,22,38,3,22,2,39,46,13
"Clay,Clark",,Clay,,Clark,10,2,41,16,34,3,17,1,35,37,16
"Clay,East Oak Bluff & Blue Cane",,Clay,,East Oak Bluff & Blue Cane,76,5,205,93,187,6,87,4,192,207,73
"Clay,Johnson",,Clay,,Johnson,10,3,66,12,67,1,12,2,66,68,10
"Clay,Knob",,Clay,,Knob,7,1,37,14,31,0,13,0,32,37,7
"Clay,Liddell & Chalk Bluff",,Clay,,Liddell & Chalk Bluff,18,5,135,36,118,2,36,4,118,132,20
"Clay,N Kilgore & Cleveland",,Clay,,N Kilgore & Cleveland,99,23,471,124,452,19,134,22,439,478,111
"Clay,Nelson",,Clay,,Nelson,6,3,30,11,27,1,7,1,31,31,7
"Clay,North St. Francis",,Clay,,North St. Francis,163,27,676,227,608,25,218,28,616,681,167
"Clay,Payne & Swain",,Clay,,Payne & Swain,13,2,79,17,75,2,19,1,73,80,13
"Clay,Pollard",,Clay,,Pollard,33,5,130,38,123,5,35,6,126,136,29
"Clay,S Kilgore & Gleghorn",,Clay,,S Kilgore & Gleghorn,78,15,410,101,389,10,113,7,378,407,86
"Clay,South St. Francis",,Clay,,South St. Francis,111,15,355,133,322,18,135,19,321,372,97
"Clay,West Oak Bluff",,Clay,,West Oak Bluff,83,8,235,105,217,4,98,8,221,249,71
"Cleburne,CALIFORNIA-006",,Cleburne,,CALIFORNIA,10,4,120,10,124,1,11,1,123,126,8
"Cleburne,CENTER POST-007",,Cleburne,,CENTER POST,36,7,234,41,232,6,43,5,232,240,37
"Cleburne,CLAYTON-008",,Cleburne,,CLAYTON,55,12,336,63,328,11,67,8,329,351,50
"Cleburne,EAST PETER CREEK-023",,Cleburne,,EAST PETER CREEK,21,10,252,28,243,9,33,7,242,257,24
"Cleburne,FRANCIS-009",,Cleburne,,FRANCIS,47,10,238,51,239,6,46,12,236,247,42
"Cleburne,GILES-013",,Cleburne,,GILES,27,6,200,30,196,7,37,5,194,208,23
"Cleburne,GRASSEY INSIDE-010",,Cleburne,,GRASSEY INSIDE,11,1,68,9,69,2,13,2,65,70,8
"Cleburne,GRASSEY OUTSIDE-011",,Cleburne,,GRASSEY OUTSIDE,32,11,178,33,183,4,37,5,178,187,32
"Cleburne,GREERS FERRY GILES-012",,Cleburne,,GREERS FERRY GILES,64,5,271,70,262,7,78,11,252,278,58
"Cleburne,HEALING SPRINGS-014",,Cleburne,,HEALING SPRINGS,38,13,271,41,279,9,42,6,276,287,38
"Cleburne,HEBER SPRINGS OUTSIDE-019",,Cleburne,,HEBER SPRINGS OUTSIDE,162,38,945,176,946,26,178,11,955,981,153
"Cleburne,HEBER SPRINGS WARD 1-015",,Cleburne,,HEBER SPRINGS WARD 1,112,21,402,114,397,22,127,19,388,422,106
"Cleburne,HEBER SPRINGS WARD 2-016",,Cleburne,,HEBER SPRINGS WARD 2,89,16,425,105,416,12,102,13,416,442,86
"Cleburne,HEBER SPRINGS WARD 3-017",,Cleburne,,HEBER SPRINGS WARD 3,140,21,576,158,564,14,170,10,553,597,130
"Cleburne,HEBER SPRINGS WARD 4-018",,Cleburne,,HEBER SPRINGS WARD 4,129,18,474,141,467,12,150,15,451,503,107
"Cleburne,MCJESTER-020",,Cleburne,,MCJESTER,18,3,116,17,112,6,24,2,112,113,25
"Cleburne,MORGAN INSIDE-035",,Cleburne,,MORGAN INSIDE,16,0,92,29,79,2,31,1,77,89,20
"Cleburne,MORGAN OUTSIDE-021",,Cleburne,,MORGAN OUTSIDE,37,1,138,45,130,0,47,3,126,141,35
"Cleburne,MOUNTAIN-022",,Cleburne,,MOUNTAIN,34,7,230,30,234,9,35,5,233,236,37
"Cleburne,NORTH CADRON INSIDE-002",,Cleburne,,NORTH CADRON INSIDE,15,6,77,16,78,4,20,2,75,87,9
"Cleburne,NORTH CADRON OUTSIDE-003",,Cleburne,,NORTH CADRON OUTSIDE,26,3,171,33,159,8,34,5,159,176,23
"Cleburne,PICKENS-025",,Cleburne,,PICKENS,37,7,175,41,168,10,44,7,167,176,41
"Cleburne,PINE-026",,Cleburne,,PINE,13,1,67,16,65,1,12,1,69,70,12
"Cleburne,PINEY-027",,Cleburne,,PINEY,44,10,350,57,337,8,58,10,332,354,48
"Cleburne,POFF-028",,Cleburne,,POFF,1,0,22,1,20,2,2,0,21,20,3
"Cleburne,SALINE INSIDE-029",,Cleburne,,SALINE INSIDE,13,0,42,9,45,1,10,1,44,47,8
"Cleburne,SALINE OUTSIDE-030",,Cleburne,,SALINE OUTSIDE,27,3,139,32,134,5,31,6,136,145,27
"Cleburne,SOUTH CADRON INSIDE-004",,Cleburne,,SOUTH CADRON INSIDE,30,4,123,37,117,3,35,5,117,128,29
"Cleburne,SOUTH CADRON OUTSIDE-005",,Cleburne,,SOUTH CADRON OUTSIDE,17,5,175,27,168,3,27,3,167,177,20
"Cleburne,SUGAR CAMP-031",,Cleburne,,SUGAR CAMP,30,0,128,35,118,5,40,2,116,132,27
"Cleburne,SUGAR LOAF-032",,Cleburne,,SUGAR LOAF,42,11,221,48,217,10,49,6,221,227,45
"Cleburne,VALLEY-033",,Cleburne,,VALLEY,32,2,163,36,160,1,39,0,159,169,25
"Cleburne,WEST PETER CREEK-024",,Cleburne,,WEST PETER CREEK,71,11,361,83,355,6,80,7,356,383,57
"Cleburne,WILBURN-034",,Cleburne,,WILBURN,19,6,76,27,69,4,29,6,66,73,25
"Cleveland,Bowman",,Cleveland,,Bowman,52,2,73,48,75,4,54,2,71,81,44
"Cleveland,Harper",,Cleveland,,Harper,25,3,115,26,112,5,28,4,111,123,21
"Cleveland,Hudgin",,Cleveland,,Hudgin,13,1,79,15,75,4,16,2,76,85,9
"Cleveland,Hurricane",,Cleveland,,Hurricane,13,6,131,14,132,2,15,3,132,141,8
"Cleveland,Kingsland Inside",,Cleveland,,Kingsland Inside,35,4,90,41,83,5,42,4,82,92,35
"Cleveland,Kingsland Outside",,Cleveland,,Kingsland Outside,19,9,152,19,157,4,26,2,150,160,17
"Cleveland,Lee",,Cleveland,,Lee,23,1,85,26,84,0,27,0,82,88,20
"Cleveland,Miller",,Cleveland,,Miller,29,8,179,36,175,6,32,6,178,191,24
"Cleveland,Niven",,Cleveland,,Niven,25,2,81,29,77,2,27,0,80,84,23
"Cleveland,Redland",,Cleveland,,Redland,52,3,163,54,163,2,54,4,162,171,44
"Cleveland,Rison Inside",,Cleveland,,Rison Inside,116,2,194,123,189,2,140,1,172,213,95
"Cleveland,Rison Outside",,Cleveland,,Rison Outside,19,2,89,20,89,0,25,0,84,94,16
"Cleveland,Rowell",,Cleveland,,Rowell,15,2,83,15,83,1,19,0,81,86,14
"Cleveland,Saline",,Cleveland,,Saline,3,1,14,3,15,0,3,1,14,14,4
"Cleveland,Smith",,Cleveland,,Smith,19,2,121,19,121,1,23,0,119,130,12
"Cleveland,Whiteoak",,Cleveland,,Whiteoak,27,4,180,30,175,6,32,5,172,179,32
"Cleveland,Whiteville",,Cleveland,,Whiteville,28,4,191,31,188,4,42,4,176,192,31
"Columbia,COLUMBIA NORTH",,Columbia,,COLUMBIA NORTH,161,11,792,175,767,17,181,10,772,810,137
"Columbia,COLUMBIA SOUTH",,Columbia,,COLUMBIA SOUTH,281,7,456,297,444,2,289,5,454,495,218
"Columbia,EMERSON CITY",,Columbia,,EMERSON CITY,33,5,52,36,50,4,36,5,51,59,28
"Columbia,EMERSON TOWNSHIP",,Columbia,,EMERSON TOWNSHIP,91,6,353,103,342,6,98,8,345,373,71
"Columbia,MAG WARD 1",,Columbia,,MAG WARD 1,228,10,335,249,304,17,246,15,310,347,201
"Columbia,MAG WARD 2",,Columbia,,MAG WARD 2,371,6,99,383,75,12,383,8,79,125,285
"Columbia,MAG WARD 3",,Columbia,,MAG WARD 3,141,11,533,165,509,11,158,15,511,563,114
"Columbia,MAG WARD 4",,Columbia,,MAG WARD 4,204,17,591,239,559,10,221,19,563,625,167
"Columbia,MCNEIL CITY",,Columbia,,MCNEIL CITY,51,2,58,61,50,0,57,0,53,57,47
"Columbia,MCNEIL TOWNSHIP",,Columbia,,MCNEIL TOWNSHIP,93,4,208,105,198,3,101,3,200,222,76
"Columbia,TAYLOR",,Columbia,,TAYLOR,19,6,193,30,187,1,30,5,184,200,16
"Columbia,TAYLOR TOWNSHIP",,Columbia,,TAYLOR TOWNSHIP,58,5,241,69,230,4,64,5,234,245,53
"Columbia,WALDO",,Columbia,,WALDO,238,7,110,259,96,2,258,4,88,130,197
"Columbia,WALDO TOWNSHIP",,Columbia,,WALDO TOWNSHIP,75,2,178,85,167,3,81,1,173,180,65
"Conway,AUSTIN",,Conway,,AUSTIN,6,1,65,12,58,1,15,1,55,58,10
"Conway,BENTLEY CITY",,Conway,,BENTLEY CITY,41,17,146,42,154,7,41,8,154,162,41
"Conway,BENTLEY RURAL",,Conway,,BENTLEY RURAL,30,4,151,34,146,4,42,4,135,155,21
"Conway,BIRD",,Conway,,BIRD,58,3,172,65,164,3,67,4,159,185,39
"Conway,CATHOLIC POINT",,Conway,,CATHOLIC POINT,43,5,108,53,98,5,59,9,89,118,32
"Conway,CEDAR FALLS",,Conway,,CEDAR FALLS,53,2,89,58,82,4,56,3,83,98,41
"Conway,GREGORY",,Conway,,GREGORY,28,3,96,36,90,4,31,10,87,94,33
"Conway,GRIFFIN",,Conway,,GRIFFIN,26,8,134,36,122,9,40,5,122,136,28
"Conway,HIGGINS",,Conway,,HIGGINS,2,2,15,3,16,0,3,0,15,15,3
"Conway,HOWARD CITY",,Conway,,HOWARD CITY,125,4,131,139,118,5,125,11,124,141,96
"Conway,HOWARD RURAL",,Conway,,HOWARD RURAL,89,3,124,102,111,2,97,4,114,130,69
"Conway,LICK MTN.",,Conway,,LICK MTN.,49,7,181,67,166,4,58,4,173,189,40
"Conway,MARTIN",,Conway,,MARTIN,6,1,29,5,28,3,6,1,29,31,5
"Conway,MCCLAREN",,Conway,,MCCLAREN,10,1,64,14,61,1,17,0,58,61,14
"Conway,MENIFEE CITY",,Conway,,MENIFEE CITY,106,0,20,112,8,5,109,7,9,25,89
"Conway,MENIFEE RURAL",,Conway,,MENIFEE RURAL,16,4,32,19,32,1,18,2,32,36,16
"Conway,NICHOLS",,Conway,,NICHOLS,51,5,141,48,140,8,47,10,139,152,37
"Conway,OLD HICKORY",,Conway,,OLD HICKORY,13,4,49,16,49,2,16,3,46,51,11
"Conway,PETIT JEAN",,Conway,,PETIT JEAN,9,1,31,11,28,3,10,2,28,32,8
"Conway,ST. VINCENT",,Conway,,ST. VINCENT,63,8,169,79,157,4,90,6,143,177,52
"Conway,STEELE",,Conway,,STEELE,25,3,155,37,141,5,33,7,141,159,19
"Conway,UNION",,Conway,,UNION,103,6,172,116,159,5,101,12,164,194,72
"Conway,WARD 1",,Conway,,WARD 1,171,9,285,204,249,10,208,18,237,298,145
"Conway,WARD 2",,Conway,,WARD 2,114,9,185,132,164,10,125,18,160,199,97
"Conway,WARD 3",,Conway,,WARD 3,203,15,234,232,210,10,224,18,208,245,190
"Conway,WARD 4",,Conway,,WARD 4,192,13,391,223,359,17,232,19,344,420,161
"Conway,WASHINGTON EAST",,Conway,,WASHINGTON EAST,76,7,309,95,286,9,103,16,269,314,68
"Conway,WASHINGTON WEST",,Conway,,WASHINGTON WEST,38,3,105,50,92,4,46,7,92,105,40
"Conway,WELBOURNE EAST",,Conway,,WELBOURNE EAST,159,7,368,177,350,6,188,20,325,394,124
"Conway,WELBOURNE WEST",,Conway,,WELBOURNE WEST,55,5,176,68,164,5,70,4,164,186,41
"Conway,WHITE EAGLE",,Conway,,WHITE EAGLE,6,0,12,6,12,0,6,1,11,14,2
"Craighead,Precinct 1",,Craighead,,1,226,20,183,239,176,15,236,17,177,215,201
"Craighead,Precinct 10",,Craighead,,10,141,34,372,169,356,16,159,18,367,414,125
"Craighead,Precinct 11",,Craighead,,11,133,17,447,155,433,9,157,10,430,473,119
"Craighead,Precinct 12",,Craighead,,12,141,30,337,152,344,11,154,11,340,382,113
"Craighead,Precinct 13",,Craighead,,13,205,27,293,218,292,16,230,17,279,353,157
"Craighead,Precinct 14",,Craighead,,14,186,17,111,187,109,17,195,19,98,142,163
"Craighead,Precinct 15",,Craighead,,15,194,24,324,218,320,5,224,10,306,368,163
"Craighead,Precinct 16",,Craighead,,16,158,19,338,176,328,11,181,12,318,375,131
"Craighead,Precinct 17",,Craighead,,17,165,23,428,197,405,12,182,10,420,467,134
"Craighead,Precinct 18",,Craighead,,18,186,36,353,229,323,22,215,18,337,405,150
"Craighead,Precinct 19",,Craighead,,19,117,12,89,126,85,7,128,9,80,103,109
"Craighead,Precinct 2",,Craighead,,2,175,19,212,187,205,14,187,16,203,239,161
"Craighead,Precinct 20",,Craighead,,20,162,19,340,205,301,12,183,7,327,384,125
"Craighead,Precinct 21",,Craighead,,21,193,25,283,202,276,20,197,10,293,328,165
"Craighead,Precinct 22",,Craighead,,22,166,24,256,184,246,14,188,13,242,290,149
"Craighead,Precinct 23",,Craighead,,23,146,21,303,169,280,21,168,24,277,339,123
"Craighead,Precinct 24",,Craighead,,24,165,13,288,196,262,9,197,11,256,302,157
"Craighead,Precinct 25",,Craighead,,25,164,11,296,187,280,5,185,8,276,325,143
"Craighead,Precinct 26",,Craighead,,26,170,13,116,183,99,16,182,13,104,134,156
"Craighead,Precinct 27",,Craighead,,27,148,14,211,157,206,9,162,9,200,241,123
"Craighead,Precinct 28",,Craighead,,28,183,20,392,204,383,9,200,8,385,437,141
"Craighead,Precinct 29",,Craighead,,29,216,29,424,239,416,13,231,17,419,464,185
"Craighead,Precinct 3",,Craighead,,3,185,21,245,213,231,8,214,13,221,268,164
"Craighead,Precinct 30",,Craighead,,30,201,47,710,229,700,21,225,26,697,759,180
"Craighead,Precinct 31",,Craighead,,31,75,24,404,79,415,7,78,12,408,427,70
"Craighead,Precinct 32",,Craighead,,32,147,7,59,168,42,6,168,9,39,67,142
"Craighead,Precinct 33",,Craighead,,33,182,21,214,195,213,10,197,9,210,241,167
"Craighead,Precinct 34",,Craighead,,34,172,17,132,185,124,12,190,9,123,156,151
"Craighead,Precinct 35",,Craighead,,35,156,12,178,164,175,6,173,18,154,190,150
"Craighead,Precinct 36",,Craighead,,36,148,47,402,156,411,27,162,20,408,452,135
"Craighead,Precinct 37",,Craighead,,37,103,27,530,128,522,9,125,14,519,561,98
"Craighead,Precinct 38",,Craighead,,38,95,52,388,123,390,22,124,20,386,423,101
"Craighead,Precinct 39",,Craighead,,39,134,51,370,153,373,24,156,26,370,405,142
"Craighead,Precinct 4",,Craighead,,4,179,29,219,212,206,10,204,21,202,241,172
"Craighead,Precinct 40",,Craighead,,40,89,37,421,101,424,20,93,16,436,462,78
"Craighead,Precinct 41",,Craighead,,41,86,39,414,104,416,19,109,15,411,442,88
"Craighead,Precinct 42",,Craighead,,42,60,20,336,76,333,9,70,8,339,353,64
"Craighead,Precinct 43",,Craighead,,43,117,32,477,121,489,14,122,8,495,527,98
"Craighead,Precinct 44",,Craighead,,44,150,35,377,168,379,13,169,20,369,419,135
"Craighead,Precinct 45",,Craighead,,45,127,30,295,133,310,10,141,8,305,334,116
"Craighead,Precinct 46",,Craighead,,46,136,54,473,150,494,16,156,22,481,526,128
"Craighead,Precinct 47",,Craighead,,47,91,40,532,108,546,11,106,15,537,562,92
"Craighead,Precinct 48",,Craighead,,48,113,27,421,140,391,25,146,16,397,469,85
"Craighead,Precinct 49",,Craighead,,49,38,9,128,45,123,6,44,5,126,136,38
"Craighead,Precinct 5",,Craighead,,5,132,32,288,165,271,14,161,21,267,322,118
"Craighead,Precinct 50",,Craighead,,50,85,20,384,115,361,11,120,15,351,402,86
"Craighead,Precinct 51",,Craighead,,51,89,14,312,104,303,8,102,11,300,335,77
"Craighead,Precinct 52",,Craighead,,52,11,9,68,19,66,3,22,4,61,73,14
"Craighead,Precinct 53",,Craighead,,53,19,8,112,22,109,6,24,8,105,120,14
"Craighead,Precinct 6",,Craighead,,6,126,25,559,169,527,8,158,8,539,601,97
"Craighead,Precinct 7",,Craighead,,7,166,47,569,196,574,15,189,25,567,624,149
"Craighead,Precinct 8",,Craighead,,8,129,27,492,148,483,15,145,14,484,534,109
"Craighead,Precinct 9",,Craighead,,9,126,31,408,143,408,12,136,17,408,435,117
"Crawford,Alma 1",,Crawford,,Alma 1,119,17,317,131,301,19,131,13,307,339,108
"Crawford,Alma 2",,Crawford,,Alma 2,22,7,142,27,136,9,30,9,130,140,28
"Crawford,Alma 3",,Crawford,,Alma 3,166,24,685,190,655,24,192,28,647,703,160
"Crawford,Alma 4",,Crawford,,Alma 4,84,16,400,99,395,8,106,16,376,414,85
"Crawford,Bidville",,Crawford,,Bidville,1,3,12,1,15,0,3,0,12,14,1
"Crawford,Cedar Creek",,Crawford,,Cedar Creek,20,3,115,16,119,4,21,2,115,121,17
"Crawford,Cedarville",,Crawford,,Cedarville,80,18,558,99,536,20,109,25,517,545,103
"Crawford,Chester",,Crawford,,Chester,40,13,117,46,118,6,49,4,116,120,49
"Crawford,Cove City CSD",,Crawford,,Cove City CSD,14,1,63,20,54,4,18,2,57,62,16
"Crawford,Dean Springs",,Crawford,,Dean Springs,99,22,511,113,498,21,114,20,498,535,95
"Crawford,Dora",,Crawford,,Dora,81,10,341,92,329,11,96,14,321,347,81
"Crawford,Dyer",,Crawford,,Dyer,96,22,384,117,368,19,118,17,367,392,103
"Crawford,Eagle Crest",,Crawford,,Eagle Crest,26,5,178,37,168,5,36,5,168,176,31
"Crawford,Figure Five",,Crawford,,Figure Five,25,5,148,28,146,2,29,1,147,158,20
"Crawford,Jasper",,Crawford,,Jasper,130,30,682,141,678,25,142,26,674,700,136
"Crawford,Kibler",,Crawford,,Kibler,83,11,426,88,419,12,94,14,412,434,87
"Crawford,Lancaster",,Crawford,,Lancaster,55,12,277,56,277,11,65,7,274,282,63
"Crawford,Lee Creek CSD",,Crawford,,Lee Creek CSD,23,7,177,24,178,7,27,7,174,175,34
"Crawford,Locke",,Crawford,,Locke,9,5,81,13,82,0,17,0,78,84,9
"Crawford,Mountain",,Crawford,,Mountain,133,23,463,152,447,21,153,19,447,493,124
"Crawford,Mulberry 1",,Crawford,,Mulberry 1,20,2,77,25,73,1,25,0,72,79,18
"Crawford,Mulberry 2",,Crawford,,Mulberry 2,4,1,42,6,38,4,10,5,32,38,8
"Crawford,Mulberry 3",,Crawford,,Mulberry 3,83,10,278,100,260,10,97,15,256,281,86
"Crawford,Oliver Springs",,Crawford,,Oliver Springs,63,7,314,74,301,9,85,8,292,317,62
"Crawford,Porter",,Crawford,,Porter,22,4,71,28,65,3,28,1,68,76,19
"Crawford,Rudy",,Crawford,,Rudy,72,13,351,77,343,13,84,8,341,357,72
"Crawford,Union",,Crawford,,Union,44,10,218,57,205,13,54,8,210,216,51
"Crawford,Upper",,Crawford,,Upper,1,1,24,2,23,1,1,1,24,24,1
"Crawford,Van Buren 01",,Crawford,,Van Buren 01,112,9,367,127,345,16,130,13,343,378,104
"Crawford,Van Buren 02",,Crawford,,Van Buren 02,139,26,500,155,487,21,163,19,478,523,130
"Crawford,Van Buren 03",,Crawford,,Van Buren 03,208,45,938,235,920,33,232,40,916,976,205
"Crawford,Van Buren 04",,Crawford,,Van Buren 04,64,10,142,78,129,9,77,10,128,146,64
"Crawford,Van Buren 05",,Crawford,,Van Buren 05,173,31,618,189,596,37,201,31,589,632,185
"Crawford,Van Buren 06",,Crawford,,Van Buren 06,104,20,354,127,332,18,137,20,320,363,110
"Crawford,Van Buren 07",,Crawford,,Van Buren 07,88,14,247,96,237,19,105,10,234,258,90
"Crawford,Van Buren 08",,Crawford,,Van Buren 08,77,3,309,96,289,6,98,5,285,305,79
"Crawford,Van Buren 09",,Crawford,,Van Buren 09,86,9,403,110,371,12,120,8,364,410,78
"Crawford,Van Buren 10",,Crawford,,Van Buren 10,134,20,410,143,403,18,153,14,396,441,114
"Crawford,Van Buren 11",,Crawford,,Van Buren 11,112,12,433,131,412,12,131,14,408,437,108
"Crawford,Van Buren 12",,Crawford,,Van Buren 12,144,25,650,170,624,21,178,18,619,662,138
"Crawford,Vine Prairie",,Crawford,,Vine Prairie,18,0,139,22,131,1,27,1,124,139,14
"Crawford,Whitley",,Crawford,,Whitley,45,14,219,51,214,14,57,7,215,231,47
"Crawford,Winfrey",,Crawford,,Winfrey,1,0,19,2,18,0,0,0,19,19,1
"Crittenden,1ST BAPTIST CHURCH WMPH",,Crittenden,,1ST BAPTIST CHURCH WMPH,199,24,590,239,562,14,241,9,558,630,172
"Crittenden,7TH STREET CHURCH WMPH",,Crittenden,,7TH STREET CHURCH WMPH,650,22,72,678,56,16,666,16,64,133,548
"Crittenden,ANTHONYVILLE CITY HALL",,Crittenden,,ANTHONYVILLE CITY HALL,34,1,12,44,2,1,41,0,5,9,33
"Crittenden,BONDS MARINE",,Crittenden,,BONDS MARINE,17,3,85,20,86,0,18,2,87,90,15
"Crittenden,CALVARY WMPH",,Crittenden,,CALVARY WMPH,121,9,189,127,186,7,129,9,182,207,109
"Crittenden,CIVIC CENTER",,Crittenden,,CIVIC CENTER,614,16,108,639,88,15,637,15,85,159,533
"Crittenden,CRAWFORDSVILLE",,Crittenden,,CRAWFORDSVILLE,92,9,233,105,228,3,104,3,228,244,81
"Crittenden,EARLE CITY HALL",,Crittenden,,EARLE CITY HALL,326,14,162,341,148,9,341,12,148,184,285
"Crittenden,EDMONDSON",,Crittenden,,EDMONDSON,102,2,94,108,90,1,103,4,93,100,91
"Crittenden,GILMORE",,Crittenden,,GILMORE,67,2,34,71,30,3,68,3,32,35,57
"Crittenden,HEAFER",,Crittenden,,HEAFER,14,2,69,14,71,1,17,1,68,71,13
"Crittenden,HORSESHOE FIRE STATION",,Crittenden,,HORSESHOE FIRE STATION,20,6,113,29,103,4,23,7,106,113,21
"Crittenden,JENNETTE CITY HALL",,Crittenden,,JENNETTE CITY HALL,41,1,9,47,2,2,47,1,4,6,43
"Crittenden,JERICHO CITY HALL",,Crittenden,,JERICHO CITY HALL,55,5,138,63,130,3,61,3,132,147,48
"Crittenden,MARION CHURCH OF GOD",,Crittenden,,MARION CHURCH OF GOD,350,34,710,382,698,21,377,24,691,760,317
"Crittenden,MARION COUNTY OFFICE",,Crittenden,,MARION COUNTY OFFICE,606,37,1262,659,1212,28,663,33,1199,1321,551
"Crittenden,MARION IMMANUEL HWY 77",,Crittenden,,MARION IMMANUEL HWY 77,456,25,563,477,540,26,485,24,532,597,424
"Crittenden,MT OLIVE WMPH",,Crittenden,,MT OLIVE WMPH,330,7,26,351,14,3,341,7,15,54,280
"Crittenden,MT PISGAH CHURCH",,Crittenden,,MT PISGAH CHURCH,24,1,15,26,14,0,23,2,14,16,20
"Crittenden,PILGRIMS REST CHURCH",,Crittenden,,PILGRIMS REST CHURCH,288,10,25,303,18,5,296,6,21,43,262
"Crittenden,ST LUKE CHURCH",,Crittenden,,ST LUKE CHURCH,143,4,17,150,12,3,150,2,13,23,123
"Crittenden,WM HIGH SCHOOL",,Crittenden,,WM HIGH SCHOOL,825,54,1140,908,1079,34,908,40,1076,1222,752
